url,brand,retailer,name,category,categoryDetail,color,colorDetail,occasions,why,fabric,details,price,img,id
https://www.3sixteen.com/collections/denim/products/rs-101x-relaxed-straight-lightweight-selvedge,3sixteen,3sixteen,,Jeans,Relaxed straight selvedge jeans,Denim,Indigo,hang; work,Lightweight Japanese selvedge in a relaxed straight; an everyday jean.,,,,,
https://sonofastag.com/products/yonetomi-85-254-023-mohair-knit-jumper-ivory,Yonetomi,Son of a Stag,,Knitwear,Mohair jumper,White/Ivory,Ivory,hang; dressy,"Ivory mohair; soft, light and a little dressy.",,"Your note: Cool, might fit me in the length. check the brand for more.",,,
https://www.knickerbocker.nyc/products/pacific-twill-pant?variant=41911326310463,Knickerbocker,Knickerbocker,,Trousers,Pacific twill pants,White/Ivory,Ecru,hang; work; dance,Ecru cotton twill with a high rise and a roomy thigh.,,"Your note: In a size 32 might fit, 12in rise and 14.5 thigh",,,
https://us.drakes.com/products/navy-waxed-cotton-coverall-jacket,Drake's,Drake's,,Jackets & Coats,Waxed cotton coverall jacket,Blue,Navy,work; hang,Waxed cotton coverall; rain jacket for a city trip.,,Your note: A waxed jacket that might fit the chest,,,
https://brut-clothing.us/products/rework%C2%AE-wax-jacket-v5-brown-green,Brut Clothing,Brut Clothing,,Jackets & Coats,Rework waxed jacket,Brown,Brown / green,hang; work,Reworked waxed cotton in brown and green.,,Your note: I think I would be an XL? Also color scheme is really similar to my leather bomber,,,
https://scarpa.com/products/mojito-gtx-the-urban-sneaker-for-rainy-days-leisure-and-travel-32682-200-30?variant=56048454697342,Scarpa,Scarpa,,Shoes,Mojito GTX,Grey,,exercise; hang; work,A waterproof approach shoe for rainy travel days and long walks.,,Your note: Allegedly super comfy,,,
https://mephistousa.com/products/match-black,Mephisto,Mephisto,,Shoes,Match,Black,Black,exercise; hang; work,Walking shoes built for all day on your feet.,,Your note: Allegedly super comfy,,,
https://mephistousa.com/collections/men-sneakers/products/endrik-light-sand,Mephisto,Mephisto,,Shoes,Endrik,Beige/Tan,Light sand,hang; work,A comfortable sneaker in sand for lighter trousers.,,"Your note: Should be really comfy. Pretty cool, would probably wear with lighter pants mostly",,,
https://www.okayamadenim.com/products/pre-order-studio-dartisan-kakishibu-noragi-sashiko-coach-jacket,Studio D'Artisan,Okayama Denim,,Jackets & Coats,Sashiko noragi coach jacket,Brown,Kakishibu persimmon,hang; dressy,Persimmon-dyed sashiko cotton in a noragi cut.,,,,,
https://18east.co/collections/sweaters/products/dover-rugged-cable-ecru,18 East,18 East,,Knitwear,Rugged cable sweater,White/Ivory,Ecru,hang; work; dressy,Undyed cable knit; a sweater that works with everything.,,,,,
https://universalworks.com/products/yellow-british-wax-cotton-boston-parka,Universal Works,Universal Works,,Jackets & Coats,Waxed cotton Boston parka,Yellow/Gold,Yellow,hang; work,British waxed cotton in yellow; a rain parka that fits.,,"Your note: Actually fits, cool raincoat",,,
https://havenshop.com/products/haven-tarvas-easy-hiker-hairy-suede-iron-fw25,Tarvas,Haven,,Shoes,Easy Hiker,Grey,Iron hairy suede,exercise; hang,A hairy-suede hiker with soft lines; trail or town.,,"Your note: Hairy suede hiking shoe, rugged but with some versatility",,,
https://www.3sixteen.com/collections/new/products/square-toe-side-zip-boot-black-calf-leather,3sixteen,3sixteen,,Shoes,Square-toe side-zip boot,Black,Black calf,dressy; work,A side-zip boot in black calf for dressed-up days.,,,,,
https://18east.co/collections/all/products/gorecki-cargo-army,18 East,18 East,,Trousers,Jacquard cargo trousers,Green,Army,hang; work,Jacquard cotton cargos in army green.,,,,,
https://18east.co/collections/all/products/joseph-reversible-coach-jacket-navy-ecru-orange,18 East,18 East,,Jackets & Coats,Reversible sherpa coach jacket,Blue,Navy / ecru / orange,hang,"Cotton sherpa on one side, coach jacket on the other.",,,,,
https://18east.co/collections/all/products/embroidered-pilchuck-flannel-clay-lavender-ecru,18 East,18 East,,Shirts,Embroidered flannel shirt,Multi/Print,Clay / lavender / ecru,hang; work,A flannel with embroidery; warm enough for a shirt-jacket.,,,,,
https://sonofastag.com/products/oni-denim-822lz-lbr,ONI Denim,Son of a Stag,,Jeans,822LZ relaxed jeans,Denim,Brown weft,hang; work,Relaxed through the hip with a gentle taper; brown weft denim.,,Your note: Relaxed fit but with a reasonable taper,,,
https://fullcount.co/collections/0105-silhouette/products/0105ssw,Full Count,Full Count,,Jeans,0105 wide jeans,Denim,Indigo,hang; work,"A wide, plain Japanese jean for normal days.",,"Your note: For when I want a normal jean, size 31",,,
https://universalworks.com/products/low-black-asphalt-gum-hairy-suede-wander-fd-08,Universal Works,Universal Works,,Shoes,Wander FD-08,Black,Black asphalt hairy suede,hang; work,Hairy suede on a gum sole; odd in a good way.,,,,,
https://universalworks.com/products/navy-derby-stripe-duke-pant,Universal Works,Universal Works,,Trousers,Duke pants,Blue,Navy derby stripe seersucker,dance; work; hang,Seersucker that fits; cool on a dance floor and on a plane.,,"Your note: Seersucker that will actually fit me, could be good dancing",,,
https://universalworks.com/products/brown-kennedy-stripe-duke-pant,Universal Works,Universal Works,,Trousers,Duke pants,Brown,Brown Kennedy stripe seersucker,dance; work; hang,Light brown seersucker with a stripe; breathes.,,Your note: Seersucker in a light brown with a stripe,,,
https://universal-surplus.com/collections/collection-universal-surplus/products/universal-french-paratrooper-pants-black?variant=51829160214856,Universal Surplus,Universal Surplus,,Trousers,French paratrooper pants,Black,Black,hang,"Paratrooper pants in black; specific, and cool.",,Your note: The measurements are not all available but I think they would fit and they are cool but pretty specific.,,,
https://brut-clothing.us/products/the-rain-cropped-jacket-forest-green?variant=52723545342285,Brut Clothing,Brut Clothing,,Jackets & Coats,Cropped rain jacket,Green,Forest green,hang; work,A cropped rain jacket that should actually fit.,,Your note: Rain jacket that should actually fit,,,
https://glasswingshop.com/products/brain-dead-future-vision-boxy-knit-sweater-olive,Brain Dead,Glasswing,,Knitwear,Boxy knit sweater,Green,Olive,hang,"Fuzzy alpaca, boxy and cropped, with patches.",,Your note: I mean that is cool and it is cropped and very boxy,,,
https://18east.co/collections/sweaters/products/fola-cardigan-dark-green,18 East,18 East,,Knitwear,Fola cardigan,Green,Dark green marl,hang; work; dressy,A marled green cardigan for layering on trips.,,Your note: very cool,,,
https://uskees.com/en-us/products/3047-linen-docklands-blazer-woodland-green,Uskees,Uskees,,Suits & Blazers,Linen Docklands blazer,Green,Woodland green,work; dressy; dance,Unstructured linen blazer; light enough to dance in.,,Your note: This probably fits as a linen blazer,,,
https://uskees.com/en-us/products/5021-linen-painter-pants-woodland-green?variant=56906924360055,Uskees,Uskees,,Trousers,Linen painter pants,Green,Woodland green,work; dance; hang,"Linen painter pants; with the blazer, an olive suit.",,Your note: This probably fits with the above linen blazer to serve as an olive suit,,,
https://www.kaidutility.com/collections/bottoms-by-other-makers/products/shakoor-wide-cut-pants-midnight-teal-2-3-5,Indi + Ash,Kaidu Utility,,Trousers,Shakoor wide-cut pants,Blue,Midnight teal ticking stripe,dressy; work; dance,Handwoven ticking stripe in a wide cut: non-traditional suiting.,,Your note: Nontraditional suiting option,,,
https://www.kaidutility.com/collections/jackets-by-other-makers/products/study-jacket-ticking-stripe-2s-3m-4l,Indi + Ash,Kaidu Utility,,Jackets & Coats,Study jacket,Blue,Ticking stripe,dressy; work,The jacket half of a handwoven ticking-stripe suit.,,Your note: Nontraditional suiting option,,,
https://manresaclothing.com/products/fw25-ram-island-seersucker-navy?variant=47869316563184,Manresa,Manresa,,Shorts & Swim,Ram Island shorts,Blue,Navy seersucker,hang; dance,Seersucker shorts with interesting pockets.,,Your note: When this is back in stock I think it is a short that would fit me (and has interesting pockets),,,
https://18east.co/collections/all/products/calisto-pleated-denim-raw-indigo-tobacco?variant=42166761947218,18 East,18 East,,Jeans,Calisto pleated jeans,Denim,Raw indigo / tobacco,hang; work; dressy,Double-pleated big jeans in raw indigo.,,,,,
https://www.toddsnyder.com/collections/sale/products/giant-fit-jeanblue,Todd Snyder,Todd Snyder,,Jeans,Giant fit jeans,Denim,Blue,hang,"A giant-fit jean, on sale.",,Your note: Cool on sale,,,
https://labourunion-1986.com/products/duck-canvas-work-pants-totem-prints?variant=58100449476989,Labour Union,Labour Union,,Trousers,Totem print work pants,Multi/Print,Totem print,hang,Duck canvas work pants in a totem print.,,Your note: Cool pattern,,,
https://universalworks.com/en-us/products/black-3d-check-windcheater-jacket,Universal Works,Universal Works,,Jackets & Coats,3D check windcheater,Black,Black 3D check,hang; work,A windcheater in a textured 3D check.,,Your note: Expensive but cool 3D fabric,,,
https://universalworks.com/en-us/products/ecru-3d-flower-ns-bomber-jacket,Universal Works,Universal Works,,Jackets & Coats,3D flower bomber jacket,White/Ivory,Ecru 3D flower,hang; dressy,An ecru bomber in a raised flower weave.,,Your note: Expensive but cool 3D fabric,,,
https://universalworks.com/en-us/products/brown-kennedy-stripe-franck-jacket,Universal Works,Universal Works,,Suits & Blazers,Franck jacket,Brown,Brown Kennedy stripe seersucker,work; dressy; dance,Seersucker jacket to match the Duke pants: an unstructured suit.,,Your note: Would turn my pants into an unstructured suit,,,
https://bareknuckles.co/products/javier-wide-leg-jeans-brown,Bare Knuckles,Bare Knuckles,,Jeans,Javier wide-leg jeans,Brown,Brown,hang; work,Wide-leg jeans with a high rise and a roomy hip.,,Your note: Wide jeans with a high rise and roomy hip,,,
https://bareknuckles.co/products/basics-sweatpant-black,Bare Knuckles,Bare Knuckles,,Trousers,Wide high-rise sweatpants,Black,Black,exercise; hang,"Wide, high-rise sweats for warm-ups and travel days.",,Your note: Might be the sweatpant I've been wanting,,,
https://universalworks.com/en-us/products/brown-peached-poplin-dutch-pant,Universal Works,Universal Works,,Trousers,Dutch pants,Brown,Brown peached poplin,dance; work; hang,Peached poplin in the Dutch cut; soft and light.,,Your note: All the fabrics of the dutch pant,,,
https://universalworks.com/en-us/products/olive-broadcloth-oxford-pant,Universal Works,Universal Works,,Trousers,Oxford pants,Green,Olive broadcloth,dance; work; hang,Light broadcloth in a relaxed cut; could be perfect for dancing.,,Your note: Oxford pant in size 32 light fabric could be perfect for dancing,,,
https://www.yitai.la/products/songbird-denim,Yitai,Yitai,,Jeans,Songbird embroidered denim,Denim,Indigo with songbird embroidery,hang; dressy,Embroidered boot-cut denim; size up for the hip.,,Your note: they do several embroidered boot cut denim that I could size up on to fit the hip,,,
https://www.yitai.la/products/herringbone-selvedge-denim,Yitai,Yitai,,Jeans,Herringbone selvedge denim,Denim,Herringbone,hang; work,Herringbone selvedge at a fair price; a 34 fits the hip.,,"Your note: pretty cheap for selvedge, have a cool green and a cool herringbone. Would fit the hip in 34",,,
https://standardandstrange.com/products/george-coat-handspun-midnight-teal-iron-black-hb?variant=45219167928493,Indi + Ash,Standard & Strange,,Jackets & Coats,George coat,Blue,Midnight teal / iron herringbone,dressy; work,Handspun herringbone overcoat; the dressiest thing here.,,Your note: I mean it's just gorgeous,,,
https://18east.co/collections/new-arrivals/products/orani-straight-hem-work-shirt-indigo-kelp,18 East,18 East,Orani Straight Hem Work Shirt,Shirts,Khadi work shirt,Blue,Natural indigo / kelp melange,dance; work; hang,Featherweight khadi cotton; the coolest shirt on a hot night.,,,,,
https://18east.co/collections/new-arrivals/products/civilita-cargo-pant-olive,18 East,18 East,Civilita Asymmetrical Cargo Pant,Trousers,Asymmetrical cargo pants,Green,Olive linen twill,dance; hang; work,"Linen twill cargos; airy, with pockets.",,,,,
https://us.toa.st/products/gabriel-cord-trousers-golden-amber,TOAST,TOAST,,Trousers,Gabriel cord trousers,Yellow/Gold,Golden amber,work; dressy; hang,Cotton corduroy in amber; a trouser for autumn trips.,,Your note: size M,,,
https://us.toa.st/products/shadow-cotton-ikat-shirt-neutral,TOAST,TOAST,,Shirts,Shadow cotton ikat shirt,Beige/Tan,Neutral ikat,dance; work; dressy,"Handwoven ikat cotton; breathes, and dresses up.",,Your note: Size m,,,
https://brut-clothing.us/products/the-board-short-green,Brut Clothing,Brut Clothing,,Shorts & Swim,Board shorts,Green,Green,hang; exercise,Board shorts that might actually fit.,,Your note: Maybe M or L. The only hoochie daddy short I've found that might fit,,,
https://propercloth.com/tailored-clothing/portofino-mocha-melange-linen-blend-herringbone-dress-pant-239736.html,Proper Cloth,Proper Cloth,Portofino Linen Herringbone Dress Pant,Trousers,Wide-leg linen-blend dress trousers,Brown,Mocha melange,work; dressy; dance,"Linen herringbone in a wide leg: tailored enough for work, light enough to dance in.",Linen blend herringbone,Your note: Love the herringbone and wide leg; Made to your measurements (custom fit),325,https://cdn2.propercloth.com/pic_tccp/fd7df81e6b6aa9218ab7da06b68e1dae_size6.jpg,
https://oakstreetbootmakers.com/beefroll-penny-loafer-brown-chromexcel-leather-sole-with-dovetail-toplift,Oak Street Bootmakers,Oak Street Bootmakers,Beefroll Penny Loafer,Shoes,"Penny loafer, leather sole",Brown,Brown Chromexcel,work; dressy; hang,A casual penny loafer that still passes at dinner; resoleable.,Horween Chromexcel leather,Your note: A casual penny loafer that is much more casual than others in wardrobe; Made in USA; Leather sole with dovetail toplift,348,https://oakstreetbootmakers.com/media/catalog/product/cache/02e9e01ca0684991e8ea972f779ba83b/o/s/osb-beefroll-penny-loafer-brown-chromexcel-leather-sole-01.jpg,
https://outlier.nyc/collections/layers/hard-co-merino-twoway-hoodie?Color=Black+Lightning&Size=M,Outlier,Outlier,Hard/co Merino Twoway Hoodie,Knitwear,Merino-lined hoodie,Black,Black Lightning,exercise; hang; work,"Merino terry inside, cotton outside: warm-up layer, plane layer, cosy layer.","Merino terry inside, cotton outside",Your note: Merino terry inside with a cotton outside is interesting and cozy,390,https://cdn.sanity.io/images/l5pfetlz/production/0627e6a5af5d65c691a5553259610ef25844134d-2300x3449.jpg?w=1200,
https://www.mrporter.com/en-us/mens/product/small-talk/clothing/straight-jeans/straight-leg-striped-jeans/1647597342843933,Small Talk,Mr Porter,Straight-Leg Striped Jeans,Jeans,Striped straight-leg jeans,Blue,Blue stripe,hang; dressy,Striped cotton denim in a straight leg; a jean that reads as a trouser.,100% cotton,"Mr Porter price on 2026-09-20: $180, was $450",180,https://www.mrporter.com/variants/images/1647597342843933/in/w2000_q60.jpg,
https://www.ralphlauren.com/men-clothing-jackets-coats-vests/shearling-collar-corduroy-ranch-coat/100066326.html,Ralph Lauren,Ralph Lauren,Shearling-Collar Corduroy Ranch Coat,Jackets & Coats,Corduroy ranch coat with shearling collar,Brown,Brown corduroy,dressy; work,A corduroy ranch coat with a shearling collar; the coat for a cold trip.,,Your note: I mean it's cool; Listed as out of stock on 2026-09-20,1200,https://dtcralphlauren.scene7.com/is/image/PoloGSI/s7-AI710980943001_lifestyle?$rl_4x5_pdp$,
https://www.ralphlauren.com/men-clothing-jackets-coats-vests/the-wainwright-corduroy-down-jacket/100059326.html,Ralph Lauren,Ralph Lauren,The Wainwright Corduroy Down Jacket,Jackets & Coats,Corduroy down jacket,Brown,Corduroy,hang; work,Down warmth in corduroy; a winter jacket that is not a puffer.,,Your note: A corduroy down jacket? dope; Listed as out of stock on 2026-09-20,600,https://dtcralphlauren.scene7.com/is/image/PoloGSI/s7-AI710977078002_lifestyle?$rl_4x5_pdp$,
https://arcteryx.com/us/en/shop/mens/konseal-shoe-9834,Arc'teryx,Arc'teryx,Konseal Shoe,Shoes,Approach shoe,Black,Forage / Black,exercise; hang,A trail shoe comfortable enough for a whole day of walking.,,Your note: Comfy trail shoe,190,https://images-dynamic-arcteryx.imgix.net/details/1350x1710/F26-X000009834-Konseal-Shoe-Forage-Black-Profile.jpg,
https://www.flamboroughmanor.co.uk/flamboroughmarine/ganseys.htm,Flamborough Marine,Flamborough Marine,Flamborough Marine Gansey,Knitwear,Hand-framed made-to-order gansey,Blue,Made to order in 28 colours,hang; work; dressy,A made-to-order fisherman's gansey in 5-ply worsted wool; the one sweater for a lifetime.,"100% British worsted wool, 5-ply","Your note: Insane MTO gansey; Made to measure in Flamborough, Yorkshire; price is approximate, quoted on order",700,/private/tmp/claude-501/-Users-piano-Documents-Claude-Code/ba8af3cf-d62f-439c-b9e1-93f1e7d45ee2/scratchpad/flam/18030.jpg,
